created_by,name,tourism,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,brand,contact:facebook,email,fax,internet_access,operator,phone,rooms,smoking,stars,website,wheelchair,wikidata,brand:wikidata,brand:wikipedia,fhrs:id,internet_access:fee,internet_access:operator,internet_access:ssid,name:zh,source,source:addr,amenity,addr:country,contact:twitter,payment:american_express,addr:housename,fhrs:local_authority_id,fhrs:confidence_management,fhrs:hygiene,fhrs:rating,fhrs:structural,source:postcode,check_date,old_name,fhrs:authority,contact:email,contact:fax,contact:phone,contact:website,name:full,addr:place,addr:interpolation,toilets:wheelchair,contact:instagram,contact:linkedin,air_conditioning,postal_code,entrance,cuisine,restaurant,payment:lightning,fhrs:note,name:ja,addr:suburb,alt_name,url,building,start_date,fixme,opening_hours,name:botanical,note,name:en,access,description,historic,level,loc_name,addr:floor,branch,wheelchair:description,not:addr:postcode,material,wikipedia,operator:wikidata,contact:pinterest,ref,pets_allowed,official_name,source:addr:postcode,fhrs:name,dog,old_fhrs:id,toilets,checkfirst:suggested:name,payment:credit_cards,payment:diners_club,payment:discover_card,payment:mastercard,payment:visa,source:name,parking,bar,addr:county,survey:date,note:addr:postcode,nodes,building:levels,building:levels:underground,architect,owner,atm,building:material,roof:levels,building:colour,roof:colour,roof:material,roof:shape,name:ko,building:min_level,contact:youtube,building:use,reservation,name:es,layer,levels,name:fa,addr:hamlet,old_name:1906-2013,name:pl,source:building,fhrs:inspectiondate,contact:google_plus,check_date:internet_access,designation,stairs,payment:cash,old_operator,short_name,twitter,addr:unit,source:building:levels,source:addr:housenumber,source:operator,building:architecture,building:cladding,image,dontimport:fhrs:addrline3,name:el,accommodation,food,outdoor_seating,listed_status,ref:GB:uprn,hotel,landuse,was:amenity,payment:cheque,payment:maestro,payment:visa_electron,brewery,opening_hours:kitchen,source:rooms,roof:orientation,wheelchair:description:en,opening_date,breakfast,toilets:access,building:part,facebook,instagram,guest_house,payment:contactless,construction,not:brand:wikidata,swimming_pool,beer_garden,height,ways,type,contact:vk,building:start_date
,Leman Locke,hotel,"POLYGON ((-0.0710267 51.5144752, -0.0709325 51.5143741, -0.0708049 51.5144128, -0.0706968 51.5144511, -0.0707066 51.5144616, -0.070678 51.5144724, -0.070609 51.5144985, -0.0705417 51.5145305, -0.0705453 51.5145356, -0.070621 51.5146157, -0.0706259 51.5146202, -0.0707134 51.5145947, -0.0707755 51.5145746, -0.0708258 51.5145584, -0.0709183 51.5145248, -0.0710267 51.5144752))",London,15,E1 8EN,Leman Street,Locke,,lemanbookings@lockeliving.com,,,,+44 20 3327 7140,,,,https://www.lockeliving.com/leman-locke/,,Q111368987,Q111363127,,947322,,,,,,,,,,,,,,,,,,2022-10-22,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4880807014, 3932054010, 10054383760, 10054383766, 10054383765, 10054383786, 10054383764, 3932054011, 10054398353, 10054398356, 3932054012, 10054383763, 10054383788, 10054383762, 10054383761, 4880807014]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Travelodge,hotel,"POLYGON ((-0.3300351 51.449687, -0.330109 51.4497638, -0.3301279 51.4497835, -0.3301543 51.4498109, -0.3297099 51.4499932, -0.3295783 51.4498686, -0.3297258 51.4498126, -0.329827 51.4497741, -0.3300351 51.449687))",Twickenham,,TW1 3QS,London Road,Travelodge,,,,wlan,,,,,,,,,Q9361374,en:Travelodge UK,,customers,,Travelodge WiFi,,,,,,,,,,,,,,,2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,"Not entirely sure about building:levels. From my photo on London Rd it looks like there are 9 levels, however the road is raised above ground level at this point, and the building is just as high as Regal House next door with 10 levels.",,,,,,,,London Twickenham,,,,,,,,,,,,,,,,,,,,,,,,,,,"[537641225, 6024493094, 5749889394, 3945035382, 3945035384, 3945035383, 10073086361, 537641229, 537641225]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Travelodge Hotel,hotel,"POLYGON ((-0.0480857 51.5216195, -0.0477882 51.5216847, -0.0478428 51.5219261, -0.0478686 51.521995, -0.0481556 51.522009, -0.0481469 51.5219339, -0.0481362 51.5217822, -0.0480857 51.5216195))",London,141,E1 4AQ,Mile End Road,Travelodge,,,,wlan,,,,,,,,,Q9361374,,,customers,,Travelodge WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3956984081, 3956984082, 3956984083, 3956984084, 8954567609, 8954567608, 8954567607, 3956984081]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sunborn Hotel,hotel,"POLYGON ((0.0255485 51.5071509, 0.0253391 51.5071173, 0.0239373 51.5071376, 0.0239148 51.5071864, 0.0239148 51.5072477, 0.0239429 51.5072903, 0.0243508 51.507293, 0.0244987 51.5072909, 0.0250272 51.5072835, 0.0253432 51.507279, 0.0255492 51.5072437, 0.0256295 51.5072142, 0.0256493 51.5071946, 0.0256306 51.5071771, 0.0255485 51.5071509))",London,,E16 1XL,Western Gateway,,,,,yes,,,,,,https://www.sunborn.com/sunborn-london/,,,,,869509,customers,,,,,,,,,,MV Sunborn Yacht Hotel,PI/000028876,,,,,,,,City of London Corporation,,,,,,,,,,,,,,,,,,,,MV Sunborn,,ship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3958189051, 3958189052, 3958189053, 5200163349, 5200163348, 3958189054, 3958189056, 7843915352, 7843915355, 3958189055, 5200163344, 5200163347, 5200163346, 5200163345, 3958189051]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100 Queen's Gate Hotel London, Curio Collection by Hilton",hotel,"POLYGON ((-0.1791408 51.4925657, -0.1790493 51.4926054, -0.1787161 51.4926338, -0.1786145 51.4921714, -0.178765 51.4921584, -0.1788295 51.4921521, -0.1789749 51.4921395, -0.1790794 51.4922431, -0.1791408 51.4925657))",London,100,SW7 5AG,Queen's Gate,Curio Collection by Hilton,100QueensGateHotel,reservations@100queensgate.com,,yes,Hilton,+44 20 7373 7878,228,no,5,https://www.hilton.com/en/hotels/lonlkqq-100-queens-gate-hotel-london/,,Q23646439,,,,no,,,,,,,,100QueensGate,,,,,,,,,,,,,+44 20 7370 5555,,,,,,,100queensgate,https://www.linkedin.com/company/100queensgate,,,,,,,,,,,,yes,,,,,,,,"A 5-star hotel, part of Curio Collection by Hilton brand.",,,,,,,,,en:100 Queen's Gate Hotel London,,,,,,,,,,,,,,,,,,,,,,,"[3958346775, 7262810688, 3958346776, 3958346777, 3958346778, 7891737771, 7891737772, 7891737773, 3958346775]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Holiday Inn London - Whitechapel,hotel,"POLYGON ((-0.0574885 51.5151511, -0.0572192 51.5151247, -0.0571693 51.5150728, -0.0571486 51.5148798, -0.0572117 51.5146281, -0.0574918 51.5146556, -0.057431 51.5148735, -0.0574188 51.5149255, -0.0575287 51.5149372, -0.0575207 51.5149768, -0.0574885 51.5151511))",London,5,E1 2BP,Cavell Street,Holiday Inn,,,,yes,Holiday Inn,,,,4,,yes,Q111369001,Q2717882,en:Holiday Inn,442192,no,,HolidayInn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3987035264, 3987035266, 7782405082, 6530449112, 3987035268, 3987035269, 4005499926, 3987035270, 7782404956, 3987035265, 3987035264]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Whitechapel Hotel,hotel,"POLYGON ((-0.0623701 51.51621, -0.0623442 51.516077, -0.0626141 51.5160557, -0.0626238 51.5161034, -0.0625786 51.516107, -0.0625847 51.5161366, -0.062517 51.516142, -0.0625228 51.5161702, -0.0624837 51.5161733, -0.0624929 51.5161979, -0.0623701 51.51621))",London,49 - 53,E1 1HH,New Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3988441005, 3987620303, 3987620304, 3987620305, 3987620306, 3987620307, 3987620308, 3987620309, 3987620310, 3988441006, 3988441005]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,New Road Hotel,hotel,"POLYGON ((-0.0627013 51.5176861, -0.0626432 51.5174452, -0.0628481 51.5174157, -0.062838 51.5174382, -0.0628937 51.5176304, -0.0627958 51.5176766, -0.0627013 51.5176861))",London,103-107,E1 1HJ,New Road,,,,,,,,,,,,,Q111368982,,,1064786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7841140127, 3987624510, 3987624511, 3987624512, 3987624513, 3987624514, 7841140127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Premier Inn,hotel,"POLYGON ((-0.0734921 51.5463145, -0.0734666 51.5464799, -0.0730218 51.546475, -0.0730269 51.5463105, -0.0734921 51.5463145))",London,27,E8 3DF,Dalston Lane,Premier Inn,,,,wlan,,,,,,,yes,,Q2108626,en:Premier Inn,671472,,,,,,,,,,,,,,,,,,,,,,,,http://www.premierinn.com/gb/en/hotels/england/greater-london/london/london-hackney.html,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4004122751, 4004122752, 5438700935, 5438700934, 4004122751]",6,,,,,brick,,maroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Richmond Hill Hotel,hotel,"POLYGON ((-0.2969717 51.4514686, -0.2969149 51.451501, -0.296889 51.4514843, -0.2968201 51.4515283, -0.2968866 51.4515759, -0.2967545 51.451646, -0.2968463 51.4517119, -0.2968838 51.4516925, -0.2969555 51.4517563, -0.2968625 51.4518066, -0.2969647 51.4518843, -0.2970173 51.4518621, -0.2971017 51.4519249, -0.2968184 51.4520722, -0.2969335 51.4521627, -0.2971989 51.4520261, -0.2972617 51.4520809, -0.2974409 51.4520102, -0.2975214 51.4520821, -0.297639 51.4520335, -0.297412 51.4518117, -0.2974296 51.4518038, -0.2973057 51.4517102, -0.2973523 51.4516819, -0.2972452 51.4515994, -0.2972014 51.4516166, -0.2972043 51.4516001, -0.2971812 51.4515866, -0.2971571 51.4515858, -0.297147 51.4515772, -0.2971173 51.4515909, -0.2970086 51.4515187, -0.2970359 51.4515014, -0.2969717 51.4514686))",Richmond,146-158,TW10 6RW,Richmond Hill,,,,,,,,,,4,,,,,,353301,,,,,OS_OpenData_StreetView,FHRS Open Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[302657695, 7611907001, 7611907002, 4010773660, 4010773661, 4010773662, 7611907003, 7611907004, 7611907005, 7611907006, 7611907007, 7611907008, 4010773663, 4010773664, 4010773665, 4010773666, 4010773667, 4010773668, 4010773669, 4010773675, 4010773676, 7611906990, 7611906991, 7611906992, 4010773677, 7611906993, 7611906994, 7611906995, 7611906996, 7611906997, 7611906998, 7611906999, 7611907000, 302657695]",3,,,,,,1,,,,gambrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,along,,,,,,,,,,,,,,,,,,
,Grange Fitzrovia Hotel,hotel,"POLYGON ((-0.1427251 51.5219423, -0.1425489 51.5219724, -0.1425216 51.5219771, -0.1423495 51.5215877, -0.1423718 51.5215839, -0.1423584 51.5215535, -0.1424082 51.521545, -0.1424043 51.5215361, -0.1425356 51.5215136, -0.1427251 51.5219423))",London,20-28,W1W 5NB,Bolsover Street,,,,,,Grange Hotels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1242338900, 2209146396, 4028113652, 4028113653, 4028113654, 4028113655, 4028113656, 4028113657, 4028113658, 1242338900]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Premier Inn,hotel,"POLYGON ((-0.4906954 51.5424817, -0.4902308 51.5424156, -0.490101 51.5423999, -0.4898361 51.5423586, -0.4898843 51.5422179, -0.490218 51.5422653, -0.4907426 51.5423434, -0.4906954 51.5424817))",Uxbridge,,UB8 2YF,Riverside Way,Premier Inn,,,,wlan,,,,,,,,,Q2108626,en:Premier Inn,,customers,Virgin Media,Premier Inn Free Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4095572237, 4095572233, 8142494745, 8142494746, 4095572218, 4095572221, 4095572229, 4095572237]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ibis Budget London Whitechapel,hotel,"POLYGON ((-0.0648363 51.5177868, -0.0648212 51.5177633, -0.0648119 51.5177655, -0.0647014 51.517616, -0.0646575 51.5176403, -0.0646219 51.5176745, -0.0645948 51.5177106, -0.0645783 51.5177535, -0.0646313 51.5177327, -0.0647296 51.5177701, -0.0647596 51.5178102, -0.0645615 51.5178683, -0.0643523 51.5175185, -0.0649833 51.5173361, -0.0650738 51.5174604, -0.0651377 51.5175482, -0.0651476 51.5175619, -0.0652188 51.5176654, -0.0649959 51.5177314, -0.0649884 51.517727, -0.0649308 51.5177446, -0.0649417 51.5177583, -0.0648363 51.5177868))",London,100,E1 1JG,Whitechapel Road,,,,,,Accor Hotels,,146,no,2,https://secure.accorhotels.com/store/index.html#/en/hotel?hotelCode=8033,,,,,947321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4112316527, 7701928960, 7701928961, 7701928962, 7701928963, 7701928964, 7701928965, 7701928966, 7701928971, 7701928970, 7701928968, 7701928967, 7701928969, 4112316520, 7701928975, 7701928973, 7701928972, 4112316526, 7701928959, 7701928958, 7701928957, 7701928956, 4112316527]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hilton Syon Park,hotel,"POLYGON ((-0.313803 51.4795765, -0.3139736 51.4793216, -0.3140751 51.4791739, -0.3141005 51.4791782, -0.3141191 51.4791516, -0.3142265 51.4791812, -0.314235 51.4791707, -0.3142162 51.4791673, -0.3142319 51.4791396, -0.3142567 51.4791444, -0.3142782 51.4791149, -0.3144163 51.4791522, -0.3143967 51.4791779, -0.3144162 51.4791851, -0.3142782 51.4793944, -0.3145874 51.4794753, -0.3147819 51.4792069, -0.3149282 51.4792462, -0.314787 51.4794505, -0.315186 51.4795575, -0.3152779 51.4794244, -0.3153779 51.4794512, -0.3154117 51.4794023, -0.3155818 51.4794478, -0.3155479 51.4794968, -0.3154791 51.4795964, -0.315409 51.4796978, -0.3159891 51.4798533, -0.3158952 51.4799892, -0.3160546 51.4800319, -0.3159705 51.4801596, -0.3158272 51.4801226, -0.3157863 51.4801796, -0.3154651 51.4800971, -0.3154556 51.4801203, -0.315186 51.4800501, -0.3151968 51.4800255, -0.3150871 51.479995, -0.3151084 51.479967, -0.3149657 51.4799249, -0.3151064 51.4797114, -0.3146841 51.4796017, -0.3146167 51.4797035, -0.314484 51.479669, -0.3145002 51.4796426, -0.3144761 51.4796406, -0.3145732 51.4794972, -0.3142634 51.4794128, -0.3141484 51.4795876, -0.314124 51.4795839, -0.3140988 51.4796208, -0.3139547 51.4795852, -0.3139215 51.4796365, -0.3138095 51.4796083, -0.3138283 51.479582, -0.313803 51.4795765))",Brentford,,TW8 8JF,Park Road,Hilton,https://www.facebook.com/londonsyonpark,,,,Hilton Worldwide,+44 20 7870 7777,,yes,,https://www.hilton.com/en/hotels/lhrsphi-hilton-london-syon-park/,yes,Q18534517,Q598884,en:Hilton Hotels & Resorts,,,,,,,,,,https://twitter.com/HiltonSyonPark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,"Sitting on the edge of the listed 200-acre Syon Park Estate, once home to aristocracy, Hilton London Syon Park is modeled on the old stable block which stood in the park over 200 years ago.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4131244786, 5290020382, 7523495717, 7523495716, 4131244753, 7523495715, 7523495718, 4131244757, 7523495714, 7523495713, 4131244751, 7523495712, 4131244754, 7523495711, 4131244767, 4131244779, 4131244758, 4131244760, 4131244777, 4131244783, 4131244774, 4131244778, 4131244768, 4131244776, 4131244780, 4131244785, 4131244792, 4131244795, 4131244798, 4131244801, 4131244810, 7523495703, 7523495704, 4131244806, 4131244807, 4131244803, 4131244800, 7523495705, 7523495706, 4131244796, 4131244794, 4131244788, 4131244793, 4131244791, 7523495707, 7523495708, 4131244781, 4131244773, 7523495709, 7523495710, 4131244789, 4131244784, 4131244790, 7523495720, 7523495719, 4131244786]",,,,,,,,,,,,,,,,,,,,,,,,,,https://plus.google.com/+HiltonLondonSyonPark/about,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ibis,hotel,"POLYGON ((0.0718667 51.5335471, 0.0717867 51.5336318, 0.0717064 51.5337165, 0.0718325 51.5337628, 0.0717927 51.5338048, 0.0722275 51.5339652, 0.0722315 51.5339666, 0.0722764 51.5339194, 0.0723155 51.5339339, 0.0723582 51.533889, 0.0723064 51.5338699, 0.0723314 51.5338437, 0.0719544 51.5337045, 0.0720427 51.533612, 0.0718667 51.5335471))",Barking,,IG11 7BA,Highbridge Road,Ibis,,,,,,+44 20 8103 8540,,,,,,,Q920166,en:Ibis (hotel),115415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,London Barking,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4170304793, 7541633255, 4170304806, 4170304796, 4170304805, 4170304807, 4170304795, 4170304811, 4170304799, 4170304815, 4170304804, 4170304794, 4170304810, 4170304798, 4170304793]",3,,,,,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ibis Budget,hotel,"POLYGON ((0.0710104 51.534774, 0.0712006 51.5348224, 0.0711232 51.5349502, 0.0711042 51.5349816, 0.0711376 51.5349897, 0.0711524 51.534973, 0.0713065 51.5350122, 0.0712247 51.5351338, 0.0710479 51.5350863, 0.0710613 51.5350713, 0.0710345 51.5350647, 0.071005 51.5351063, 0.0709474 51.5350913, 0.0708938 51.5351722, 0.071064 51.535218, 0.070997 51.5353163, 0.0708161 51.5352697, 0.0707344 51.5354005, 0.070583 51.5353622, 0.0706758 51.5352254, 0.0706316 51.5352145, 0.070712 51.5351004, 0.0707522 51.5351112, 0.0708032 51.5350409, 0.0708272 51.5350079, 0.0708045 51.5349962, 0.0708045 51.5349712, 0.0708393 51.5349254, 0.0708634 51.5349079, 0.0708768 51.5349029, 0.070917 51.5349079, 0.0710104 51.534774))",Barking,,IG11 7BA,Highbridge Road,Ibis Budget,,,,,,,,,,,,,Q1458135,,710112,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4170336310, 4170333055, 4170336295, 4170333071, 4170333068, 4170336306, 4170333080, 4170333052, 4170336291, 4170333065, 4170336303, 4170333077, 4170336317, 4170336290, 4170333062, 4170336301, 4170333076, 4170336314, 4170333087, 4170333060, 4170336299, 4170333073, 4170336312, 4170336298, 4170333085, 4170333059, 4170336297, 4170333072, 4170336311, 4170333084, 4170333057, 4170336310]",3,,,,,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Premier Inn,hotel,"POLYGON ((0.0715121 51.5339634, 0.0714655 51.5340095, 0.0714432 51.5340008, 0.0714142 51.5340295, 0.0714858 51.5340575, 0.0714411 51.5341017, 0.0717009 51.5342033, 0.0715432 51.5343594, 0.0717209 51.5344245, 0.071753 51.5344372, 0.0720308 51.5341662, 0.0715121 51.5339634))",Barking,,IG11 7BA,Highbridge Road,Premier Inn,,,,wlan,,,,,,,,,Q2108626,en:Premier Inn,117365,customers,Virgin Media,Premier Inn Free Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4170333056, 4170333069, 4170336307, 4170333081, 4170333053, 4170336292, 4170333066, 4170333063, 7541633248, 4170333078, 4170336318, 4170333056]",3,,,,,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Stafford,hotel,"POLYGON ((-0.1404115 51.5056878, -0.1404665 51.5057397, -0.1405703 51.5058377, -0.1404092 51.5059038, -0.1403926 51.5058881, -0.1401953 51.5059691, -0.1402112 51.5059842, -0.1400292 51.5060589, -0.1400001 51.5060314, -0.1400651 51.5060048, -0.140025 51.5059669, -0.1399767 51.5059867, -0.1399426 51.5059545, -0.140027 51.5059199, -0.1399808 51.5058763, -0.1396368 51.5060175, -0.1395766 51.5059607, -0.1396462 51.5059321, -0.1397127 51.5059048, -0.1397861 51.5058747, -0.1398672 51.5058415, -0.1399322 51.5058148, -0.1400092 51.5057832, -0.1400956 51.5058648, -0.1402079 51.5058188, -0.1402148 51.5057968, -0.1402413 51.5057856, -0.1402612 51.5058039, -0.140297 51.5057887, -0.1402576 51.5057526, -0.1403756 51.5057027, -0.1403993 51.5056928, -0.1404115 51.5056878))",,,,,,,,,,,,,,,,,Q29641084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,en:The Stafford,,,,,,,,,,,,,,,,,,,,,,,"[4187942168, 8270219422, 4187942172, 4187942173, 4187942179, 4986386807, 4986386816, 4986386818, 4986386819, 4986386817, 4986386815, 4986386814, 4986386813, 4986386820, 4986387321, 4986387324, 4986387323, 4187942136, 4187942138, 4187942140, 4187942142, 4187942145, 4986387322, 4986386812, 4986386811, 4986386810, 4986386809, 4986386808, 4187942178, 4187942167, 4187942176, 4187942175, 4187942168]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,St James's Hotel and Club,hotel,"POLYGON ((-0.1402134 51.5062357, -0.1401963 51.5062191, -0.1400978 51.5061229, -0.1400292 51.5060589, -0.1401178 51.5060238, -0.1401749 51.5060012, -0.1402243 51.5060494, -0.1403414 51.5060028, -0.1404005 51.5060604, -0.140505 51.5060189, -0.140524 51.5060349, -0.1406035 51.5061137, -0.1404499 51.5061713, -0.1404193 51.5061525, -0.1403912 51.5061639, -0.1402134 51.5062357))",,,,,,,,,,,,,,,,limited,Q7593472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,en:St James's Hotel and Club,,,,,,,,,,,,,,,,,,,,,,,"[4187942183, 4981592926, 4187943405, 4986386818, 4187942182, 4187942185, 4187942186, 4187942187, 4187942188, 4187943389, 4187943392, 4187943390, 4981592923, 4981592924, 8270219421, 4187942183]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fitzroy Hotel,hotel,"POLYGON ((-0.1404864 51.5237293, -0.1405469 51.5237052, -0.1405197 51.5236788, -0.1404622 51.5237017, -0.1404411 51.5236812, -0.1403101 51.5237334, -0.1403584 51.5237803, -0.1404864 51.5237293))",London,41,,Fitzroy Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4203414315, 4203414425, 4203414413, 4203414422, 4203414416, 4203414318, 4203414331, 4203414315]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Premier Inn Chessington,hotel,"POLYGON ((-0.3156159 51.3466334, -0.3158025 51.3466817, -0.3160514 51.3463069, -0.3161622 51.3461401, -0.316134 51.3461328, -0.3159756 51.3460918, -0.3156159 51.3466334))",,,,,Premier Inn,,,,wlan,Premier Inn,,,,,,,,Q2108626,en:Premier Inn,,customers,Virgin Media,Premier Inn Free Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Chessington,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4212466186, 4212466187, 4213421970, 4212466188, 4213421971, 4212466989, 4212466186]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chessington Azteca Hotel,hotel,"POLYGON ((-0.3166225 51.3500942, -0.3164847 51.35004, -0.3164391 51.3500221, -0.3162983 51.3499704, -0.3162672 51.349959, -0.3162501 51.3499527, -0.3163839 51.3498925, -0.3164031 51.3499078, -0.3164252 51.3499253, -0.3166477 51.3498268, -0.3167181 51.3497956, -0.3168345 51.3497439, -0.3169327 51.3497003, -0.3169765 51.3497391, -0.3169986 51.3497311, -0.3171455 51.3498645, -0.3166225 51.3500942))",,,KT9 2NE,Leatherhead Road,,,,,,IHG,,,,,,,,,,722623,,,,,,FHRS Open Data,,,,,Chessington World of Adventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4212658599, 4212696518, 4212696519, 4212895325, 4212895326, 4212658600, 4212696522, 4212696523, 4212696521, 4212696529, 4213594028, 4213594033, 4212658601, 4212696534, 4213594043, 4213594042, 4212658599]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
