note,geometry,amenity,wheelchair,source,name,fixme,addr:city,addr:housenumber,addr:street,operator,historic,website,nodes,addr:housename,addr:postcode,alt_name,branch,brand,brand:wikidata,brand:wikipedia,building,building:levels,building:levels:underground,description,fhrs:id,fhrs:local_authority_id,internet_access,internet_access:fee,internet_access:operator,internet_access:ssid,old_name,tourism,architect,bar,check_date,start_date,wikidata,wikipedia,atm,contact:facebook,contact:instagram,email,opening_hours,phone,smoking,stars,nohousenumber,fhrs:confidence_management,fhrs:hygiene,fhrs:rating,fhrs:structural,loc_name,postal_code,source:postcode,rooms,source:addr,building:material,roof:levels,building:colour,roof:colour,contact:email,contact:linkedin,contact:phone,contact:website,contact:youtube,name:fr,toilets:wheelchair,addr:country,fax,roof:material,roof:shape,name:en,name:ja,survey:date,name:fa,building:architecture,layer,name:zh,source:building,owner,he:inscription_date,heritage,heritage:operator,heritage:website,historic:amenity,historic:name,listed_status,ref:he,fhrs:authority,fhrs:inspectiondate,contact:fax,addr:county,addr:suburb,ref,cuisine,food,outdoor_seating,toilets,toilets:access,official_name,disused:name,disused:tourism,fhrs:name,source:addr:postcode,building:part,contact:twitter,source:rooms,roof:orientation,wheelchair:description,not:addr:postcode,opening_date,ref:GB:uprn,breakfast,source:addr:housenumber,accommodation,indoor_seating,height,air_conditioning,construction,not:brand:wikidata,swimming_pool,ways,type,name:es
,"POLYGON ((0.0293111 51.5469474, 0.0292629 51.5469442, 0.0292641 51.5469374, 0.0292483 51.5469364, 0.0292419 51.5469275, 0.0292143 51.5469257, 0.0292023 51.5469317, 0.0291877 51.5469307, 0.029187 51.5469347, 0.029103 51.5469292, 0.0291022 51.5469342, 0.0290504 51.5469308, 0.0290521 51.5469212, 0.0290389 51.5469203, 0.0290319 51.5469105, 0.0290024 51.5469086, 0.028994 51.5469158, 0.0289779 51.5469147, 0.0289761 51.5469254, 0.028906 51.5469208, 0.0288932 51.5469962, 0.0290232 51.5470049, 0.0290183 51.5470329, 0.0290793 51.547037, 0.0290697 51.5470919, 0.0289363 51.5470829, 0.0289277 51.5471326, 0.0290565 51.5471412, 0.0290558 51.5471453, 0.0292217 51.5471564, 0.0292466 51.5470128, 0.0292987 51.5470162, 0.0292969 51.5470267, 0.0293428 51.5470297, 0.0293409 51.5470409, 0.0294946 51.5470508, 0.0294977 51.547033, 0.0295082 51.5469633, 0.0295093 51.5469571, 0.0294296 51.5469523, 0.0294173 51.5469351, 0.0293884 51.5469332, 0.0293737 51.5469458, 0.0293616 51.546945, 0.0293606 51.5469506, 0.0293111 51.5469474))",,,,,,,,,,,,"[8996845158, 8996845157, 8996845156, 8996845155, 8996845154, 8996845153, 8996845152, 8996845151, 8996845150, 8996845149, 8996845148, 8996845147, 8996845146, 8996845145, 8996845144, 8996845143, 8996845142, 8996845141, 8996845140, 8996845139, 8996845288, 8996845287, 8996845286, 8996845285, 8996845284, 8996845283, 8996845282, 8996845281, 8996845280, 8996845279, 8996845278, 8996845277, 8996845276, 8996845275, 8996845274, 8996845273, 8996845272, 8996845166, 8996845165, 8996845164, 8996845163, 8996845162, 8996845161, 8996845160, 8996845159, 8996845158]",,,,,,,,hotel,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0307721 51.5470779, 0.0306904 51.5470683, 0.0306919 51.5470634, 0.0306164 51.5470559, 0.0306126 51.5470684, 0.0305555 51.5470634, 0.0305359 51.5471347, 0.0305241 51.5471812, 0.0305603 51.5471848, 0.0305686 51.5471521, 0.0305897 51.5471539, 0.0305883 51.5471601, 0.0305997 51.5471611, 0.0305986 51.5471658, 0.0306121 51.547177, 0.0306361 51.5471791, 0.0306528 51.5471713, 0.0306541 51.5471659, 0.0306913 51.5471692, 0.0306952 51.5471519, 0.0307542 51.5471571, 0.030824 51.5471632, 0.0307669 51.5473617, 0.0309228 51.547379, 0.0309782 51.5471961, 0.0310019 51.5471989, 0.0310279 51.5471132, 0.0309986 51.5471097, 0.0309992 51.5471076, 0.0309428 51.547101, 0.0309449 51.5470942, 0.0309336 51.5470929, 0.0309249 51.5470775, 0.0308989 51.5470744, 0.0308801 51.547088, 0.0308434 51.5470837, 0.0308469 51.5470722, 0.0307994 51.5470666, 0.0307951 51.5470806, 0.0307721 51.5470779))",,,,,,,,,,,,"[8996845209, 8996845208, 8996845207, 8996845206, 8996845205, 8996845204, 8996845241, 8996845240, 8996845239, 8996845238, 8996845237, 8996845236, 8996845235, 8996845234, 8996845233, 8996845232, 8996845231, 8996845230, 8996845229, 8996845228, 8996845138, 8996845227, 8996845226, 8996845225, 8996845224, 8996845223, 8996845222, 8996845221, 8996845220, 8996845219, 8996845218, 8996845217, 8996845216, 8996845215, 8996845214, 8996845213, 8996845212, 8996845211, 8996845210, 8996845209]",,,,,,,,hotel,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1022414 51.5658923, -0.1021635 51.5659415, -0.1020474 51.5658704, -0.1021252 51.5658212, -0.1022414 51.5658923))",,,,,,,,,,,,"[9009664598, 9009664597, 9009664596, 9009664595, 9009664598]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1020803 51.5659939, -0.1019588 51.5660708, -0.101954 51.5660678, -0.1019376 51.5660792, -0.1017099 51.5659345, -0.1017814 51.5658895, -0.1015998 51.5657771, -0.1017095 51.5657112, -0.101793 51.5657631, -0.1017814 51.565774, -0.1019681 51.5658969, -0.1019572 51.5659038, -0.1019884 51.5659224, -0.1019769 51.5659308, -0.1020803 51.5659939))",,,,,,,,,,,,"[9009664594, 9009664601, 9271912320, 9271912321, 9271912322, 9271912323, 9271912324, 9271912325, 9271912326, 9271912327, 9271912328, 9009664593, 9271912329, 9009664599, 9009664594]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1305216 51.5480547, -0.1304729 51.5480889, -0.1304624 51.5480832, -0.1304374 51.5481008, -0.1304487 51.5481071, -0.1304429 51.5481111, -0.1305747 51.5481836, -0.1306543 51.5481276, -0.1305216 51.5480547))",,,,,,,,,,,,"[9010456126, 9010456131, 9010456130, 9010456129, 9010456128, 9010456127, 9010456142, 9010456125, 9010456126]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1306543 51.5481276, -0.130732 51.5480729, -0.1307267 51.54807, -0.1307397 51.5480608, -0.1306208 51.5479954, -0.1306092 51.5480036, -0.1306009 51.547999, -0.1305935 51.5480042, -0.130583 51.5479984, -0.1305558 51.5480175, -0.1305663 51.5480233, -0.1305216 51.5480547, -0.1306543 51.5481276))",,,,,,,,,,,,"[9010456125, 9010456141, 9010456140, 9010456139, 9010456138, 9010456137, 9010456136, 9010456135, 9010456134, 9010456133, 9010456132, 9010456126, 9010456125]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.223049 51.4974138, -0.2230949 51.4974242, -0.2231936 51.4974464, -0.2232225 51.4973499, -0.2231663 51.4973411, -0.2231435 51.4973766, -0.2230795 51.4973621, -0.223049 51.4974138))",,,,,,,,,,,,"[1618230652, 9033769903, 9033769863, 9033769864, 9033769865, 9033769866, 9033769867, 1618230652]",,,,,,,,hotel,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4533764 51.4695389, -0.4533925 51.4701271, -0.4534676 51.4701505, -0.4537841 51.4700068, -0.4536876 51.4696709, -0.4534596 51.4695022, -0.4533764 51.4695389))",,,,Hilton Garden Inn Hotel,,Longford,,Terminal 2,,,,"[9037056134, 9037056135, 9037056136, 9037056137, 9037056138, 9037056139, 9037056134]",,TW6 1AH,,,,,,hotel,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2217622 51.5006448, -0.2217801 51.5006351, -0.2217813 51.5006209, -0.2217649 51.500611, -0.2217699 51.5005796, -0.2217826 51.5005752, -0.2217845 51.5005615, -0.2217712 51.50055, -0.2216068 51.5005445, -0.2216052 51.5005632, -0.2215879 51.5005626, -0.2215759 51.5005717, -0.2215759 51.5006059, -0.2215476 51.500582, -0.2214823 51.5006118, -0.2214794 51.5006407, -0.221593 51.5006424, -0.2215939 51.5006179, -0.2216366 51.5006185, -0.2216357 51.500643, -0.2217622 51.5006448))",,,,,,,49-51,Shepherds Bush Road,,,,"[9065221396, 9065221416, 9065222617, 9065222618, 9065222619, 9065222620, 9065222621, 9065222622, 9065222623, 9065222624, 9065222625, 9065222626, 9065222627, 9065222628, 9065222629, 9065221403, 9065221402, 9065222630, 9065222631, 9065221397, 9065221396]",,,,,,,,hotel,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1337823 51.5320104, 0.133598 51.5320801, 0.1337973 51.532284, 0.1338093 51.5322795, 0.1339693 51.532219, 0.1339816 51.5322143, 0.1337823 51.5320104))",,yes,,Travelodge,,Dagenham,,Cook Road,,,,"[9090302471, 9090302468, 9090311684, 10228157538, 10228157535, 9090302470, 9090302471]",East London Leisure Park,RM9 6UQ,,,Travelodge,Q9361374,en:Travelodge UK,hotel,5,,,1090475,,yes,customers,,Travelodge WiFi,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,,,,,,2018-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,
,"POLYGON ((-0.0749904 51.5222095, -0.0749991 51.522345, -0.0739451 51.5224262, -0.0739436 51.5224093, -0.0739425 51.5223961, -0.0739217 51.5223956, -0.0739234 51.5223064, -0.0739255 51.5221961, -0.0749904 51.5222095))",,,,hub by Premier Inn,,London,1-9,Quaker Street,,,https://www.premierinn.com/gb/en/hotels/england/greater-london/london/hub-london-shoreditch.html,"[9195909360, 9195909361, 9195909362, 9212077024, 9212077022, 9212077023, 9212077021, 9195909363, 9195909360]",,E1 6SN,,London Shoreditch,Premier Inn,Q2108626,en:Premier Inn,hotel,,,,1406960,207521,wlan,customers,Virgin Media,Premier Inn Free Wi-Fi,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2155325 51.4936162, -0.215619 51.4935862, -0.2155976 51.4935674, -0.2154353 51.493478, -0.2154139 51.4934542, -0.2154212 51.4934517, -0.2153716 51.4934012, -0.2152905 51.4934267, -0.2152818 51.4934163, -0.2152107 51.4934384, -0.2152234 51.4934517, -0.215092 51.4934947, -0.215043 51.4934409, -0.2149626 51.4934659, -0.2150477 51.493572, -0.2151295 51.4935461, -0.2151725 51.4935941, -0.2151617 51.493597, -0.2151926 51.4936321, -0.2151839 51.4936346, -0.2152462 51.4937089, -0.2153448 51.4936755, -0.2153032 51.4936296, -0.2153434 51.4936146, -0.2153448 51.4935937, -0.215328 51.4935745, -0.2152683 51.4935561, -0.2152489 51.4935373, -0.2152918 51.4935248, -0.2153253 51.4935398, -0.2153662 51.4935269, -0.2155325 51.4936162))",,,,,,,,,,,,"[9203132119, 9203132120, 9203132121, 9203132122, 9203132123, 9203132124, 9203132125, 9203132126, 9203132127, 9203132128, 9203132129, 9203132130, 9203132131, 3440723793, 9203132132, 9203132133, 9203132134, 9203132135, 9203132136, 9203132137, 9203132138, 9203132139, 9203132140, 9203132141, 9203132142, 9203132143, 9203132144, 9203132145, 9203132146, 9203132147, 9203132148, 9203132119]",,,,,,,,hotel,2,,,,,,,,,,,,,,,Q26353607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0021601 51.5373233, -0.0021974 51.5373178, -0.0022622 51.5372816, -0.002281 51.5372746, -0.0022538 51.5372518, -0.0022632 51.5372448, -0.0022434 51.5372326, -0.0022575 51.5372197, -0.0022519 51.5372051, -0.0022397 51.5371882, -0.0022247 51.5371741, -0.0022387 51.5371689, -0.0022059 51.5371403, -0.0021862 51.5370941, -0.0022021 51.5370865, -0.0020763 51.5369808, -0.0020481 51.5369925, -0.0020425 51.5370538, -0.0020331 51.5371654, -0.002034 51.5371917, -0.0020443 51.537215, -0.0020688 51.537267, -0.0020867 51.5373154, -0.0020941 51.5373354, -0.0021034 51.5373334, -0.0021601 51.5373233))",,,,,,,,,,,,"[1246999378, 9713445564, 9713445565, 9713445566, 9713445567, 9713445568, 9713445569, 9713445570, 9713445571, 9713445572, 9713445573, 9713445574, 9713445575, 9713445576, 9713445577, 9713445578, 2481726620, 9713445579, 9713445580, 2481726663, 2481726624, 2481726642, 9713445581, 2481726665, 1246999185, 1246999378]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1212822 51.4919176, -0.121237 51.4919077, -0.1212523 51.4918807, -0.1212658 51.4918837, -0.1213099 51.4918061, -0.1212836 51.4918004, -0.1213081 51.4917573, -0.1213343 51.4917631, -0.1213861 51.491672, -0.1215669 51.4917118, -0.1214532 51.4919118, -0.1214313 51.4919505, -0.1212822 51.4919176))",,,,Crowne Plaza Albert Embankment,,,,,,,,"[9823574368, 9823574367, 1815318387, 1815318386, 9823574366, 9823574364, 9823574363, 9823574365, 1815318245, 1815318274, 1815318376, 1815318383, 9823574368]",,,,,Crowne Plaza,Q2746220,,hotel,12,,,,,,,,,,hotel,,,,,,,,,,,,+44 20 3146 0370,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0097257 51.4102279, 0.0097485 51.4101802, 0.0098048 51.4101175, 0.0100985 51.4101739, 0.0099178 51.410532, 0.0097471 51.410478, 0.0098511 51.4102856, 0.0098021 51.410276, 0.0098139 51.4102448, 0.0097257 51.4102279))",,,,,,,,,,,,"[10069427788, 10069427787, 10069427786, 10069427785, 10069427784, 10069427783, 10069427782, 10069427781, 10069427780, 10069427788]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1254757 51.5228865, -0.1250161 51.5229881, -0.1244617 51.5225522, -0.1244288 51.5224845, -0.1250525 51.5223446, -0.125629 51.5228104, -0.1254757 51.5228865), (-0.124974 51.5225072, -0.1247429 51.5225531, -0.1250807 51.5228375, -0.1253099 51.5227775, -0.124974 51.5225072))",,,,,,,,,,,,"[[[1230374944, 1230374581, 1230375026, 1230374484, 1230374944], [1230374747, 1230374738, 1230374527, 1230374975, 1230374793, 1230374899, 1230374747]]]",,,,,,,,hotel,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,3,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[107014751, 107014761]",multipolygon,
,"POLYGON ((-0.1171728 51.5174179, -0.1171195 51.5173261, -0.1170962 51.5172861, -0.1175083 51.5171891, -0.1182564 51.5170129, -0.1183228 51.5171403, -0.1184416 51.5173787, -0.1185109 51.5175117, -0.1185187 51.5175299, -0.1184713 51.5175395, -0.1184234 51.5175497, -0.1184214 51.5175367, -0.118156 51.5175871, -0.1180277 51.5176115, -0.1180317 51.5176208, -0.1179035 51.5176431, -0.1179005 51.5176338, -0.1177274 51.5176655, -0.1175018 51.5177068, -0.1175108 51.5177254, -0.1174124 51.5177427, -0.1173547 51.5176282, -0.1174114 51.5176152, -0.1174029 51.5176022, -0.1172702 51.5173987, -0.1171728 51.5174179), (-0.1181928 51.5174834, -0.1181191 51.5173324, -0.1176288 51.5174262, -0.117605 51.5174307, -0.1176738 51.5175767, -0.1176925 51.5175733, -0.1181208 51.5174964, -0.1181928 51.5174834))",,,,Rosewood London,,London,252,High Holborn,,,,"[[[1588852360, 1588852383, 1661594808, 1588852306, 6943941770, 1588852289, 1588852297, 1588852358, 1588852391, 1588852398, 3398910700, 1588852405, 1588852401, 5445808814, 1588852420, 1588852424, 1588852434, 1588852430, 5445808815, 1588852440, 1588852444, 1588852450, 1588852427, 1588852422, 1661594882, 1588852360], [5445808813, 5445808816, 1588852395, 1588852314, 6943941771, 1588852298, 1588852385, 5445808813]]]",,WC1V 7EN,,,,,,hotel,5,,,925811,84064,,,,,,hotel,,,,,Q5070826,en:Rosewood London,,,,,,,,,,,,,,,,,,,sandstone,2,,grey,,,+44 20 7781 8888,http://www.rosewoodhotels.com/en/london,,,,GB,,,,Rosewood London,,,,,,伦敦瑰丽酒店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[145474979, 565466198]",multipolygon,
,"POLYGON ((-0.1426854 51.5090417, -0.1425527 51.5090941, -0.1425214 51.5090681, -0.1423384 51.5091424, -0.1423707 51.5091686, -0.142447 51.5091406, -0.1424813 51.5091717, -0.142458 51.5091801, -0.1424886 51.509211, -0.1425094 51.5092319, -0.1425155 51.5092379, -0.1425396 51.5092615, -0.142329 51.5093445, -0.1422895 51.5093065, -0.142278 51.5092954, -0.1421141 51.5091378, -0.1420673 51.5090927, -0.1419013 51.5089331, -0.1421454 51.5088407, -0.1421761 51.5088667, -0.1420929 51.5088953, -0.1421497 51.5089562, -0.1423249 51.508888, -0.1423007 51.5088663, -0.142458 51.508802, -0.1426854 51.5090417), (-0.1424139 51.5090341, -0.1424318 51.5090275, -0.1423958 51.50899, -0.1424168 51.5089822, -0.1423831 51.5089471, -0.1422199 51.5090078, -0.142297 51.509088, -0.1424212 51.5090418, -0.1424139 51.5090341))",,,,Brown's Hotel,,London,30,Albemarle Street,Rocco Forte Hotels,,https://www.roccofortehotels.com/hotels-and-resorts/browns-hotel/,"[[[454360089, 2215418538, 2215418543, 2215418547, 2215418544, 2215418539, 2215418537, 454360092, 3468278589, 3468278592, 3468278696, 3468278698, 454360093, 2215419149, 2215419143, 2215419142, 3468278694, 2215419139, 2215419137, 2215418559, 2215419136, 2215419132, 2215418555, 2215418557, 454360095, 454360089], [2215418554, 2215418556, 2215418551, 2215418546, 2215418548, 2215418549, 2215418552, 2215418553, 2215418554]]]",,,,,,,,hotel,5,,,413546,01254/4000/0/000,,,,,,hotel,,,,,Q4975949,en:Brown's Hotel,,,,,,,,,,5,0,5,0,,W1S 4BP,FSA Food Hygiene Ratings Database,,FSA Food Hygiene Ratings Database,plaster,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[38432588, 211553396]",multipolygon,
,"POLYGON ((-0.4416801 51.4812368, -0.4426617 51.482081, -0.4425877 51.4821144, -0.4426094 51.4821331, -0.4425756 51.4821483, -0.4425533 51.4821291, -0.4424767 51.4821637, -0.4422468 51.481966, -0.4420726 51.4818161, -0.4419981 51.4818496, -0.4420681 51.4819085, -0.4421072 51.4818934, -0.4422119 51.4819825, -0.441973 51.482091, -0.4418705 51.4820003, -0.4418942 51.4819881, -0.4418265 51.4819299, -0.4418028 51.4819418, -0.4414455 51.4820992, -0.4414543 51.4821068, -0.4414089 51.4821273, -0.4414049 51.4821239, -0.4413453 51.4821507, -0.441119 51.4819537, -0.4411268 51.4818716, -0.4411369 51.4817656, -0.4404044 51.4817385, -0.440449 51.4812701, -0.4406183 51.4812763, -0.4406196 51.4812626, -0.440777 51.4812684, -0.4409536 51.4811508, -0.4410375 51.481154, -0.441347 51.4811658, -0.4414592 51.4812622, -0.4416235 51.4811881, -0.4416801 51.4812368), (-0.4416381 51.4818311, -0.4414144 51.4819308, -0.4413635 51.4819006, -0.4413567 51.4818447, -0.4414161 51.4818143, -0.4413921 51.4818017, -0.4413746 51.4817855, -0.441365 51.4817669, -0.4413474 51.4817659, -0.4413289 51.4819344, -0.4412828 51.4819552, -0.4413275 51.4819936, -0.4418941 51.4817381, -0.4419277 51.481767, -0.4419869 51.4817403, -0.4417952 51.4815753, -0.4417678 51.4815877, -0.4417579 51.4815791, -0.4417244 51.4815942, -0.4418752 51.4817239, -0.4417475 51.4817815, -0.4415837 51.4817759, -0.4415805 51.4817815, -0.4416381 51.4818311), (-0.441453 51.4812779, -0.4414149 51.4812951, -0.4416504 51.4814977, -0.4416851 51.481499, -0.441683 51.4815208, -0.4417173 51.4815052, -0.441453 51.4812779), (-0.4408377 51.4815953, -0.4406464 51.4815882, -0.4406697 51.4813435, -0.4406375 51.4813423, -0.4406116 51.4816143, -0.4408351 51.4816226, -0.4408377 51.4815953))",,yes,,Radisson Blu Edwardian Heathrow Hotel,,Hayes,140,Bath Road,,,http://www.radissonblu-edwardian.com/middlesex-hotel-gb-ub3-5aw/gbedwair/home,"[[[249856188, 249856189, 249856191, 9484641398, 249856175, 2748621159, 2748621211, 2748621212, 251385733, 249856176, 9484641380, 249856177, 2748621130, 9484641374, 9484641373, 2748621118, 251385731, 9484641375, 9484641377, 9484641376, 2748621105, 2748621195, 2748621132, 2748621129, 2748621180, 249856178, 249856179, 251385728, 249856181, 249856182, 249856183, 2748621082, 2748621286, 249856185, 249856187, 9484641407, 249856188], [2748621201, 2748621172, 2748621147, 2748621173, 2748621148, 2748621199, 2748621201], [2748621152, 2748621076, 2748621101, 2748621126, 2748621141, 2748621115, 2748621152], [2748621073, 2748621298, 2748621204, 2748621200, 2748621189, 2748621122, 2748621067, 2748621139, 2748621127, 2748621255, 2748621137, 2748621124, 2748621131, 2748621213, 2748621294, 2748621278, 2748621270, 2748621164, 2748621288, 2748621182, 2748621103, 2748621135, 2748621305, 2748621073]]]",,UB3 5AW,,,Radisson Blu,Q7281341,en:Radisson Blu,hotel,,,,,,,,,,,hotel,,,,,Q7281348,,,,,,,,,5,,,,,,,,,459,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[269723379, 269723366, 269723378, 269723388]",multipolygon,
,"POLYGON ((-0.1250993 51.5064677, -0.1251339 51.5064948, -0.1250771 51.5065389, -0.125046 51.5065707, -0.1250279 51.5065977, -0.1250044 51.5066389, -0.1249107 51.506823, -0.1248996 51.5068311, -0.1248831 51.5068369, -0.124863 51.5068418, -0.1248543 51.5068423, -0.1248406 51.5068418, -0.1236911 51.5066334, -0.123675 51.5066285, -0.1236612 51.5066188, -0.1236524 51.5066085, -0.123648 51.5065997, -0.1236474 51.5065884, -0.1236507 51.5065775, -0.1236553 51.5065674, -0.1236621 51.5065578, -0.1236715 51.5065481, -0.123682 51.5065401, -0.1236928 51.5065348, -0.1247271 51.5062661, -0.1247288 51.5062613, -0.124732 51.5062568, -0.1247367 51.5062529, -0.1247425 51.5062497, -0.1247494 51.5062473, -0.1247557 51.506246, -0.1247623 51.5062454, -0.1247689 51.5062456, -0.1247754 51.5062465, -0.1247816 51.5062481, -0.1247872 51.5062503, -0.1248557 51.5062336, -0.1249531 51.5063531, -0.1250993 51.5064677), (-0.1245094 51.5064695, -0.1244899 51.5065023, -0.1245214 51.5065082, -0.1245537 51.5064543, -0.1245479 51.5064435, -0.1245003 51.5064559, -0.1245094 51.5064695), (-0.1241928 51.5065823, -0.1241884 51.5065912, -0.1242369 51.5066005, -0.1242413 51.5065916, -0.1241928 51.5065823))",,,,Corinthia Hotel,,London,10,Whitehall Place,Corinthia Hotels,,https://www.corinthia.com/hotels/london/,"[[[3399223690, 3399223672, 3399223688, 3730411946, 3730411950, 3730411955, 3730411962, 3730411968, 3730411969, 3730411970, 3730411971, 3730411973, 3730411974, 3730411972, 3730411967, 3730411966, 3730411965, 3730411964, 3730411963, 3730411960, 3730411956, 3730411954, 3730411953, 3730411952, 3730411951, 3730411949, 3730411941, 3730411940, 3730411939, 3730411938, 3730411936, 3730411934, 3730411932, 3730411930, 3730411931, 3730411933, 3730411935, 3730411937, 3399223690], [3730411959, 3730411957, 3730411958, 3730411961, 3730411959], [3730411942, 3730411943, 3730411948, 3730411947, 3730411945, 3730411944, 3730411942]]]",,SW1A 2BD,,,,,,hotel,6,,,,,,,,,Hotel Metropole,hotel,,,,,Q5170679,,,,,london@corinthia.com,,+44 20 7930 8181,,,,,,,,,,,,,,2,,,,,,,,,,,+44 20 7321 3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[369232819, 369232820, 369232821]",multipolygon,Hotel Corinthia
